employee_id,first_name,last_name,age,department_region,status,join_date,salary,email,phone,performance_score,remote_work
emp1729,david,brown,30.0,cloud tech-california,inactive,10/24/2021,97931.66,david.brown@example.com,-512080055,average,true
emp1730,bob,williams,40.0,finance-california,inactive,1/25/2021,72451.69,bob.williams@example.com,-4099512396,poor,true
emp1731,alice,smith,35.0,admin-california,pending,8/9/2024,119311.14,alice.smith@example.com,-2835129591,poor,true
emp1732,charlie,smith,40.0,cloud tech-new york,active,11/4/2023,76167.46,charlie.smith@example.com,-7282709080,good,false
emp1733,bob,garcia,25.0,devops-texas,active,6/25/2023,114871.08,bob.garcia@example.com,-4415298216,average,false
emp1734,eva,johnson,25.0,hr-nevada,active,9/16/2021,81504.31,eva.johnson@example.com,-3929578670,excellent,false
emp1735,david,williams,,admin-new york,pending,12/7/2022,102524.86,david.williams@example.com,-8153523735,poor,false
emp1736,charlie,brown,25.0,finance-illinois,pending,12/14/2022,53043.74,charlie.brown@example.com,-507918157,excellent,true
emp1737,eva,jones,30.0,devops-illinois,inactive,4/18/2020,82547.26,eva.jones@example.com,-9988683451,excellent,true
emp1738,bob,jones,40.0,devops-california,pending,10/11/2024,113900.81,bob.jones@example.com,-7346666169,average,true
emp1739,bob,brown,25.0,hr-nevada,inactive,4/18/2021,118585.5,bob.brown@example.com,-7158796473,average,true
emp1740,bob,davis,35.0,finance-illinois,pending,6/29/2020,63049.22,bob.davis@example.com,-803149981,poor,true
emp1741,heidi,miller,,devops-texas,active,5/21/2021,114558.91,heidi.miller@example.com,-5080046357,average,false
emp1742,heidi,johnson,40.0,devops-new york,active,12/11/2021,97901.79,heidi.johnson@example.com,-688285030,average,true
emp1743,eva,jones,30.0,sales-california,active,7/5/2023,68037.56,eva.jones@example.com,-7235137398,average,false
emp1744,alice,williams,,hr-new york,active,11/30/2021,112802.27,alice.williams@example.com,-63140351,excellent,false
emp1745,bob,johnson,40.0,sales-nevada,pending,11/22/2024,93786.72,bob.johnson@example.com,-6356022938,poor,false
emp1746,david,williams,,admin-florida,inactive,5/24/2023,73049.93,david.williams@example.com,-4694346065,good,false
emp1747,david,davis,30.0,sales-illinois,pending,6/26/2024,64161.72,david.davis@example.com,-6437490606,excellent,true
emp1748,charlie,smith,40.0,admin-nevada,pending,11/19/2020,72224.73,charlie.smith@example.com,-2311127127,average,false
emp1749,bob,johnson,30.0,hr-new york,pending,3/1/2020,103580.45,bob.johnson@example.com,-5246484493,excellent,false
emp1750,grace,garcia,40.0,hr-florida,pending,8/9/2024,112589.11,grace.garcia@example.com,-1163187327,average,false
emp1751,eva,jones,30.0,admin-texas,active,1/13/2021,51833.88,eva.jones@example.com,-771130620,average,true
emp1752,eva,johnson,,sales-illinois,active,5/6/2023,66252.78,eva.johnson@example.com,-1369572789,excellent,true
emp1753,frank,johnson,25.0,devops-florida,active,10/25/2022,109229.68,frank.johnson@example.com,-8335090253,poor,true
emp1754,frank,johnson,30.0,finance-florida,inactive,10/8/2020,61465.05,frank.johnson@example.com,-2573066247,average,false
emp1755,grace,miller,25.0,hr-florida,active,2/29/2024,96993.74,grace.miller@example.com,-1323570712,poor,false
emp1756,david,johnson,25.0,admin-florida,pending,9/30/2022,98150.39,david.johnson@example.com,-9848228500,good,true
emp1757,david,williams,40.0,finance-texas,pending,2/14/2024,107703.0,david.williams@example.com,-1688092549,average,false
emp1758,grace,smith,,devops-illinois,pending,1/3/2023,86766.14,grace.smith@example.com,-2130609068,poor,true
emp1759,alice,davis,,cloud tech-florida,inactive,8/20/2024,111443.69,alice.davis@example.com,-1309810795,poor,true
emp1760,david,brown,,sales-florida,pending,3/21/2020,89039.07,david.brown@example.com,-4967379456,good,false
emp1761,alice,johnson,30.0,hr-florida,inactive,12/16/2024,71318.79,alice.johnson@example.com,-7278532425,poor,false
emp1762,heidi,jones,30.0,finance-california,pending,4/21/2020,98296.71,heidi.jones@example.com,-4250642075,poor,false
emp1763,heidi,johnson,40.0,cloud tech-nevada,pending,8/19/2020,62584.0,heidi.johnson@example.com,-8362536666,good,false
emp1764,charlie,jones,40.0,finance-california,inactive,2/21/2020,62521.5,charlie.jones@example.com,-7767555627,average,true
emp1765,david,williams,40.0,cloud tech-california,inactive,11/17/2023,95400.35,david.williams@example.com,-3333939577,poor,true
emp1766,charlie,jones,25.0,cloud tech-texas,pending,7/9/2022,94385.07,charlie.jones@example.com,-6543627186,poor,true
emp1767,grace,garcia,,sales-new york,inactive,2/1/2023,76642.49,grace.garcia@example.com,-4960335825,poor,true
emp1768,frank,brown,,devops-new york,active,11/14/2024,60122.52,frank.brown@example.com,-8627036923,excellent,true
emp1769,alice,smith,40.0,hr-california,pending,4/23/2024,117267.63,alice.smith@example.com,-9269326572,good,false
emp1770,charlie,jones,25.0,admin-new york,active,6/29/2023,,charlie.jones@example.com,-2759980110,excellent,true
emp1771,heidi,jones,40.0,sales-texas,pending,12/12/2024,84542.68,heidi.jones@example.com,-5155322,good,true
emp1772,heidi,smith,40.0,finance-florida,active,5/16/2023,92007.15,heidi.smith@example.com,-4159597751,average,true
emp1773,eva,brown,,devops-illinois,active,4/10/2020,62938.8,eva.brown@example.com,-4418222617,average,false
emp1774,frank,johnson,25.0,admin-texas,pending,3/29/2023,108661.01,frank.johnson@example.com,-9628874311,poor,false
emp1775,bob,jones,25.0,cloud tech-florida,active,11/26/2020,97046.33,bob.jones@example.com,-7102676719,good,false
emp1776,charlie,smith,40.0,devops-illinois,inactive,3/14/2020,56518.84,charlie.smith@example.com,-9579927078,average,false
emp1777,frank,garcia,40.0,cloud tech-florida,pending,5/12/2020,70498.29,frank.garcia@example.com,-5515122945,good,true
emp1778,eva,garcia,35.0,sales-florida,pending,3/5/2021,98708.06,eva.garcia@example.com,-2135415969,average,true
emp1779,bob,williams,,devops-nevada,pending,6/28/2020,83856.41,bob.williams@example.com,-9962543847,excellent,false
emp1780,eva,smith,40.0,sales-california,inactive,12/12/2022,90259.99,eva.smith@example.com,-752034475,average,false
emp1781,charlie,williams,,sales-florida,pending,2/2/2024,94230.03,charlie.williams@example.com,-5047158028,excellent,true
emp1782,charlie,garcia,,admin-nevada,inactive,1/31/2021,50110.66,charlie.garcia@example.com,-904637659,average,true
emp1783,bob,brown,30.0,sales-florida,inactive,4/3/2020,73365.46,bob.brown@example.com,-4655866524,poor,false
emp1784,david,johnson,25.0,devops-new york,pending,7/30/2021,67809.23,david.johnson@example.com,-4837441714,excellent,false
emp1785,eva,smith,,sales-california,active,8/21/2020,98008.51,eva.smith@example.com,-8102131250,average,false
emp1786,alice,davis,30.0,admin-california,inactive,10/9/2023,83537.58,alice.davis@example.com,-2931100590,poor,false
emp1787,alice,garcia,30.0,finance-new york,pending,8/1/2022,112444.08,alice.garcia@example.com,-2975191022,excellent,true
emp1788,frank,garcia,40.0,finance-nevada,active,9/6/2024,86475.13,frank.garcia@example.com,-1211063300,poor,true
emp1789,frank,davis,,sales-texas,active,3/28/2023,97984.53,frank.davis@example.com,-6583737926,good,true
emp1790,frank,miller,25.0,admin-california,active,11/25/2021,118853.31,frank.miller@example.com,-4907280122,good,false
emp1791,charlie,garcia,,sales-florida,active,5/3/2023,58179.12,charlie.garcia@example.com,-4289311324,excellent,false
emp1792,eva,jones,35.0,devops-texas,inactive,4/27/2022,56075.84,eva.jones@example.com,-3269496842,average,true
emp1793,frank,brown,40.0,hr-new york,pending,9/11/2021,62250.89,frank.brown@example.com,-6453804420,excellent,true
emp1794,alice,smith,30.0,cloud tech-florida,pending,2/21/2020,105931.77,alice.smith@example.com,-175096169,poor,true
emp1795,charlie,davis,30.0,hr-florida,pending,11/24/2024,86653.96,charlie.davis@example.com,-1595919456,average,true
emp1796,charlie,jones,25.0,sales-nevada,active,2/24/2021,100719.94,charlie.jones@example.com,-5757475832,good,false
emp1797,bob,davis,25.0,hr-texas,pending,10/2/2024,91600.13,bob.davis@example.com,-9205677566,average,true
emp1798,heidi,smith,25.0,cloud tech-illinois,pending,3/6/2024,71873.66,heidi.smith@example.com,-7722660255,good,true
emp1799,eva,williams,30.0,hr-new york,active,8/9/2021,69365.47,eva.williams@example.com,-2650622922,average,true
emp1800,heidi,smith,25.0,hr-new york,active,7/14/2021,58012.23,heidi.smith@example.com,-1067245306,average,true
emp1801,bob,miller,30.0,sales-california,pending,10/14/2021,68973.65,bob.miller@example.com,-6248433796,average,true
emp1802,eva,smith,,admin-new york,active,9/29/2021,92928.4,eva.smith@example.com,-6627051156,poor,true
emp1803,heidi,smith,25.0,admin-texas,inactive,10/15/2023,53531.92,heidi.smith@example.com,-9423873669,poor,true
emp1804,bob,miller,40.0,finance-new york,pending,5/5/2023,112389.31,bob.miller@example.com,-4254969191,excellent,false
emp1805,heidi,brown,,hr-california,inactive,8/1/2024,63870.3,heidi.brown@example.com,-8455259709,excellent,false
emp1806,bob,garcia,40.0,sales-new york,active,7/22/2024,106164.53,bob.garcia@example.com,-7563353573,good,false
emp1807,bob,smith,40.0,hr-nevada,pending,12/25/2023,103654.54,bob.smith@example.com,-8595325938,poor,false
emp1808,david,miller,30.0,sales-california,inactive,3/13/2022,62834.72,david.miller@example.com,-9337970580,good,true
emp1809,frank,jones,35.0,finance-florida,active,5/13/2020,83273.41,frank.jones@example.com,-6295187793,excellent,false
emp1810,heidi,williams,30.0,hr-california,pending,3/22/2023,58917.58,heidi.williams@example.com,-1763425072,good,false
emp1811,bob,williams,35.0,sales-nevada,active,6/10/2024,71148.27,bob.williams@example.com,-3055978244,excellent,true
emp1812,grace,smith,30.0,sales-new york,pending,11/21/2020,118172.42,grace.smith@example.com,-7598339913,poor,true
emp1813,frank,brown,30.0,devops-illinois,inactive,5/25/2024,118614.37,frank.brown@example.com,-388436603,average,false
emp1814,frank,brown,,devops-new york,active,9/19/2023,96872.36,frank.brown@example.com,-4324006156,poor,false
emp1815,heidi,jones,25.0,sales-illinois,inactive,10/28/2021,88856.14,heidi.jones@example.com,-2768297513,good,true
emp1816,charlie,smith,35.0,finance-texas,pending,8/10/2020,97985.61,charlie.smith@example.com,-7439742924,good,false
emp1817,grace,williams,35.0,finance-nevada,pending,5/5/2020,56337.31,grace.williams@example.com,-105875255,poor,true
emp1818,alice,brown,30.0,devops-new york,inactive,12/24/2022,70405.23,alice.brown@example.com,-8065625903,poor,true
emp1819,heidi,smith,30.0,admin-nevada,inactive,9/5/2021,89919.35,heidi.smith@example.com,-5990802710,excellent,true
emp1820,eva,davis,40.0,devops-california,active,4/8/2023,50568.35,eva.davis@example.com,-2218231554,good,true
emp1821,grace,brown,30.0,hr-texas,inactive,1/29/2023,,grace.brown@example.com,-1651768085,good,false
emp1822,frank,miller,25.0,hr-texas,active,6/3/2022,99155.53,frank.miller@example.com,-6281372142,poor,true
emp1823,frank,davis,40.0,finance-florida,inactive,1/21/2023,64785.13,frank.davis@example.com,-3080037002,average,true
emp1824,charlie,garcia,30.0,sales-florida,inactive,9/16/2024,79206.48,charlie.garcia@example.com,-3228556607,good,false
emp1825,charlie,brown,30.0,cloud tech-texas,pending,2/2/2020,60079.71,charlie.brown@example.com,-4706810389,average,true
emp1826,grace,williams,30.0,cloud tech-new york,pending,7/8/2024,79109.88,grace.williams@example.com,-3397051957,poor,false
emp1827,grace,johnson,,admin-florida,pending,5/18/2022,88643.5,grace.johnson@example.com,-2632809447,poor,false
emp1828,frank,davis,30.0,admin-florida,pending,1/16/2020,90455.7,frank.davis@example.com,-5862394534,excellent,false
emp1829,david,garcia,,hr-florida,pending,3/26/2023,75687.9,david.garcia@example.com,-4614707985,good,true
emp1830,heidi,jones,35.0,cloud tech-illinois,inactive,11/15/2023,55604.42,heidi.jones@example.com,-3210613393,average,false
emp1831,eva,jones,40.0,sales-texas,pending,12/27/2024,92704.94,eva.jones@example.com,-3945703942,excellent,false
emp1832,bob,williams,,sales-california,pending,4/18/2020,113250.97,bob.williams@example.com,-8040325375,good,true
emp1833,alice,brown,40.0,finance-illinois,inactive,3/21/2023,101367.02,alice.brown@example.com,-5769277893,excellent,false
emp1834,eva,smith,35.0,admin-texas,pending,5/8/2023,102459.77,eva.smith@example.com,-3191009003,poor,false
emp1835,eva,brown,25.0,devops-florida,pending,12/12/2020,90100.2,eva.brown@example.com,-476921052,good,false
emp1836,eva,williams,,cloud tech-california,inactive,6/17/2020,58877.49,eva.williams@example.com,-3651460400,excellent,false
emp1837,eva,jones,35.0,admin-illinois,inactive,7/17/2021,,eva.jones@example.com,-4247310719,excellent,false
emp1838,bob,brown,,admin-illinois,pending,11/5/2020,96140.89,bob.brown@example.com,-1137984408,average,true
emp1839,charlie,jones,35.0,devops-new york,inactive,1/5/2021,105956.04,charlie.jones@example.com,-7123166006,excellent,false
emp1840,frank,davis,25.0,admin-illinois,active,9/11/2024,84716.38,frank.davis@example.com,-6762090143,good,false
emp1841,grace,garcia,30.0,devops-florida,pending,7/29/2023,61709.83,grace.garcia@example.com,-7340433699,good,true
emp1842,frank,smith,25.0,devops-california,active,4/17/2020,61732.03,frank.smith@example.com,-9687304518,average,true
emp1843,eva,davis,40.0,devops-illinois,active,2/16/2022,97845.7,eva.davis@example.com,-5778255881,good,true
emp1844,eva,jones,30.0,sales-florida,active,8/14/2021,114905.58,eva.jones@example.com,-5562965753,poor,false
emp1845,frank,jones,,devops-texas,active,12/24/2022,94619.69,frank.jones@example.com,-2786561941,good,true
emp1846,grace,johnson,,devops-california,inactive,7/7/2021,68696.15,grace.johnson@example.com,-5577820581,good,false
emp1847,grace,johnson,40.0,devops-nevada,active,2/12/2024,97032.29,grace.johnson@example.com,-9582923615,excellent,false
emp1848,frank,davis,30.0,hr-illinois,active,10/9/2023,50593.33,frank.davis@example.com,-1880819047,excellent,true
emp1849,grace,miller,25.0,sales-texas,pending,7/2/2022,74606.15,grace.miller@example.com,-2357155867,good,true
emp1850,eva,davis,30.0,cloud tech-texas,pending,7/7/2020,53981.73,eva.davis@example.com,-6395613722,average,false
emp1851,david,johnson,,devops-texas,pending,9/2/2020,56047.05,david.johnson@example.com,-817214363,excellent,true
emp1852,grace,jones,,admin-texas,pending,1/12/2021,67733.5,grace.jones@example.com,-3813000412,average,false
emp1853,bob,williams,40.0,hr-florida,pending,9/29/2023,103891.64,bob.williams@example.com,-2114716559,good,true
emp1854,charlie,davis,25.0,hr-texas,inactive,3/6/2022,73285.83,charlie.davis@example.com,-9456534698,good,true
emp1855,eva,jones,30.0,finance-texas,inactive,2/14/2021,92721.13,eva.jones@example.com,-7990707549,poor,true
emp1856,heidi,williams,25.0,admin-illinois,inactive,3/23/2021,92977.64,heidi.williams@example.com,-4768169956,excellent,false
emp1857,heidi,williams,35.0,cloud tech-texas,active,5/24/2020,89994.12,heidi.williams@example.com,-607174810,good,true
emp1858,heidi,johnson,25.0,finance-new york,pending,8/4/2023,50060.73,heidi.johnson@example.com,-3176539704,poor,false
emp1859,grace,davis,35.0,admin-nevada,inactive,3/12/2022,90224.82,grace.davis@example.com,-4873961028,excellent,false
emp1860,heidi,brown,40.0,finance-florida,pending,5/18/2024,106859.3,heidi.brown@example.com,-871827495,good,false
emp1861,david,smith,25.0,finance-nevada,inactive,9/5/2020,89707.07,david.smith@example.com,-8049187273,good,false
emp1862,frank,johnson,35.0,devops-california,inactive,4/23/2020,94259.08,frank.johnson@example.com,-2049561212,excellent,true
emp1863,bob,johnson,35.0,sales-california,active,9/18/2024,82174.75,bob.johnson@example.com,-7730626041,excellent,false
emp1864,david,brown,30.0,sales-texas,inactive,9/15/2023,63370.22,david.brown@example.com,-3597371121,excellent,false
emp1865,bob,smith,35.0,finance-texas,pending,6/15/2022,101472.69,bob.smith@example.com,-2990775607,good,true
emp1866,david,jones,25.0,devops-illinois,active,9/28/2022,77213.73,david.jones@example.com,-5816704685,good,false
emp1867,eva,miller,40.0,sales-florida,active,3/16/2020,73749.96,eva.miller@example.com,-1114576831,poor,true
emp1868,alice,davis,40.0,cloud tech-new york,pending,9/28/2023,86618.37,alice.davis@example.com,-1021923784,average,false
emp1869,charlie,miller,,admin-texas,active,2/15/2024,59911.33,charlie.miller@example.com,-8471296179,excellent,true
emp1870,heidi,jones,,cloud tech-new york,pending,8/21/2023,59137.64,heidi.jones@example.com,-3324260507,good,false
emp1871,alice,garcia,35.0,cloud tech-florida,pending,12/15/2020,108474.65,alice.garcia@example.com,-184980424,good,true
emp1872,bob,johnson,25.0,finance-illinois,pending,3/27/2021,54417.71,bob.johnson@example.com,-3733777311,excellent,false
emp1873,frank,smith,40.0,hr-texas,pending,3/25/2023,88211.94,frank.smith@example.com,-6881228216,average,false
emp1874,david,johnson,25.0,sales-new york,inactive,5/9/2020,58452.18,david.johnson@example.com,-8192365345,excellent,true
emp1875,grace,williams,30.0,devops-california,pending,12/3/2020,80706.28,grace.williams@example.com,-605603566,average,true
emp1876,alice,johnson,30.0,cloud tech-nevada,pending,2/9/2022,,alice.johnson@example.com,-9327986238,good,true
emp1877,heidi,johnson,25.0,cloud tech-texas,active,7/1/2020,99471.89,heidi.johnson@example.com,-8471690617,average,true
emp1878,eva,jones,40.0,devops-florida,pending,9/16/2020,64431.22,eva.jones@example.com,-1205464753,poor,false
emp1879,heidi,jones,40.0,admin-new york,pending,11/17/2023,52633.48,heidi.jones@example.com,-8954787697,good,false
emp1880,heidi,jones,,cloud tech-nevada,inactive,12/13/2021,79315.01,heidi.jones@example.com,-9992751757,poor,true
emp1881,david,miller,25.0,sales-texas,pending,1/11/2022,110391.17,david.miller@example.com,-8914444982,excellent,false
emp1882,david,williams,40.0,devops-nevada,active,7/20/2021,53714.83,david.williams@example.com,-5539354357,excellent,true
emp1883,charlie,garcia,40.0,finance-new york,active,10/4/2023,114587.11,charlie.garcia@example.com,-6449639242,excellent,true
emp1884,frank,garcia,35.0,admin-florida,inactive,11/15/2021,93177.35,frank.garcia@example.com,-5885379820,average,false
emp1885,heidi,jones,25.0,cloud tech-nevada,active,1/5/2023,62312.13,heidi.jones@example.com,-4339527535,good,false
emp1886,heidi,smith,,cloud tech-texas,active,1/17/2024,81137.46,heidi.smith@example.com,-7497852490,excellent,false
emp1887,grace,miller,30.0,devops-nevada,inactive,4/16/2021,104528.27,grace.miller@example.com,-4168601346,excellent,false
emp1888,bob,brown,30.0,devops-florida,active,2/8/2022,112395.56,bob.brown@example.com,-7894896339,good,false
emp1889,heidi,smith,25.0,finance-new york,active,6/2/2023,81849.36,heidi.smith@example.com,-6791766511,excellent,false
emp1890,charlie,davis,40.0,devops-new york,pending,1/4/2022,118288.91,charlie.davis@example.com,-2150014187,poor,false
emp1891,charlie,davis,25.0,devops-illinois,active,7/28/2021,59555.1,charlie.davis@example.com,-4216309000,good,true
emp1892,heidi,smith,40.0,admin-california,active,12/20/2024,70661.31,heidi.smith@example.com,-5944633398,good,true
emp1893,charlie,jones,,sales-new york,active,4/23/2022,109988.16,charlie.jones@example.com,-9485320894,good,true
emp1894,david,brown,,finance-florida,inactive,1/30/2020,101101.24,david.brown@example.com,-3263890218,poor,true
emp1895,david,brown,30.0,hr-florida,pending,3/31/2021,112427.58,david.brown@example.com,-9471136336,good,true
emp1896,charlie,miller,,cloud tech-florida,active,3/23/2020,119389.15,charlie.miller@example.com,-9223410345,poor,false
emp1897,alice,brown,40.0,sales-florida,inactive,7/16/2024,105861.23,alice.brown@example.com,-9967331166,good,true
emp1898,heidi,davis,40.0,admin-texas,pending,3/22/2024,50869.61,heidi.davis@example.com,-7269608436,average,true
emp1899,david,williams,30.0,hr-california,active,8/19/2023,,david.williams@example.com,-6855078966,excellent,true
emp1900,eva,jones,30.0,devops-florida,pending,3/10/2024,90856.21,eva.jones@example.com,-9352196262,average,true
emp1901,heidi,brown,30.0,devops-florida,active,6/5/2024,111008.63,heidi.brown@example.com,-3556434368,excellent,true
emp1902,alice,miller,25.0,finance-nevada,inactive,12/23/2022,52289.99,alice.miller@example.com,-7093170694,poor,true
emp1903,eva,davis,,sales-illinois,active,6/1/2024,97926.56,eva.davis@example.com,-5607676163,average,true
emp1904,frank,williams,25.0,sales-nevada,inactive,12/23/2024,53609.38,frank.williams@example.com,-5345472238,good,false
emp1905,heidi,johnson,,cloud tech-california,inactive,12/24/2020,95372.09,heidi.johnson@example.com,-8983065030,excellent,false
emp1906,david,johnson,30.0,hr-new york,pending,8/20/2020,95432.69,david.johnson@example.com,-2198041846,excellent,true
emp1907,david,williams,30.0,hr-california,inactive,10/28/2022,97615.87,david.williams@example.com,-2426423641,average,false
emp1908,bob,davis,35.0,hr-florida,inactive,10/23/2022,86867.78,bob.davis@example.com,-8131909247,poor,false
emp1909,eva,miller,40.0,sales-california,pending,11/20/2023,106615.71,eva.miller@example.com,-7623039110,average,false
emp1910,bob,williams,30.0,finance-texas,active,3/11/2022,112856.21,bob.williams@example.com,-4281785227,poor,false
emp1911,bob,jones,25.0,admin-california,active,11/28/2023,60356.78,bob.jones@example.com,-2305248087,poor,true
emp1912,david,jones,,devops-texas,inactive,5/3/2022,117870.22,david.jones@example.com,-622072238,excellent,false
emp1913,charlie,johnson,40.0,hr-florida,inactive,2/19/2024,95127.91,charlie.johnson@example.com,-5947372131,average,false
emp1914,bob,brown,25.0,admin-illinois,pending,11/18/2021,78818.42,bob.brown@example.com,-9016204786,average,false
emp1915,frank,miller,40.0,sales-nevada,pending,12/21/2022,108933.55,frank.miller@example.com,-6886878598,poor,true
emp1916,eva,johnson,,admin-california,active,6/4/2024,68200.52,eva.johnson@example.com,-6486287202,average,true
emp1917,eva,brown,25.0,admin-california,inactive,7/22/2022,116934.97,eva.brown@example.com,-1954196663,good,true
emp1918,charlie,brown,,hr-new york,active,9/14/2024,99567.78,charlie.brown@example.com,-5057303626,good,true
emp1919,charlie,garcia,30.0,admin-texas,active,10/10/2021,90216.76,charlie.garcia@example.com,-9246320373,average,true
emp1920,frank,jones,30.0,admin-illinois,pending,3/12/2020,96588.73,frank.jones@example.com,-7677537259,average,true
emp1921,charlie,davis,35.0,finance-illinois,active,12/28/2022,71109.18,charlie.davis@example.com,-3214505765,poor,true
emp1922,grace,smith,40.0,admin-florida,inactive,11/15/2020,50300.6,grace.smith@example.com,-1945887070,good,false
emp1923,frank,davis,35.0,finance-california,pending,9/27/2023,60295.84,frank.davis@example.com,-5534820127,good,false
emp1924,heidi,smith,35.0,devops-texas,pending,9/7/2022,113012.21,heidi.smith@example.com,-4008385075,excellent,false
emp1925,bob,williams,35.0,cloud tech-florida,pending,9/18/2024,65425.54,bob.williams@example.com,-5975954507,poor,true
emp1926,frank,jones,25.0,sales-nevada,active,4/9/2023,86850.37,frank.jones@example.com,-9177680897,excellent,true
emp1927,eva,brown,30.0,cloud tech-texas,pending,10/5/2024,81182.07,eva.brown@example.com,-1265742230,good,true
emp1928,bob,miller,,finance-new york,inactive,10/12/2021,92222.03,bob.miller@example.com,-9646300401,poor,true
emp1929,alice,smith,35.0,finance-new york,pending,10/14/2024,79934.83,alice.smith@example.com,-3693626893,average,true
emp1930,alice,davis,35.0,hr-california,inactive,7/1/2022,111201.12,alice.davis@example.com,-3012047136,poor,false
emp1931,heidi,brown,40.0,finance-california,active,7/8/2024,100960.05,heidi.brown@example.com,-2711759573,average,false
emp1932,grace,smith,30.0,sales-illinois,active,10/21/2020,64544.87,grace.smith@example.com,-9885582983,average,true
emp1933,frank,smith,25.0,sales-florida,active,1/14/2020,78662.24,frank.smith@example.com,-9330674583,poor,true
emp1934,grace,garcia,30.0,sales-florida,pending,3/9/2023,102867.06,grace.garcia@example.com,-7609441282,average,true
emp1935,charlie,smith,40.0,hr-illinois,inactive,3/27/2020,107595.95,charlie.smith@example.com,-3372188565,excellent,true
emp1936,eva,miller,40.0,sales-nevada,inactive,4/4/2021,,eva.miller@example.com,-6954132970,good,false
emp1937,eva,jones,35.0,devops-nevada,inactive,9/11/2020,95766.91,eva.jones@example.com,-5066626704,average,true
emp1938,grace,miller,30.0,finance-nevada,pending,5/16/2021,51990.98,grace.miller@example.com,-5143776935,excellent,true
emp1939,heidi,johnson,25.0,sales-nevada,inactive,4/5/2023,83634.01,heidi.johnson@example.com,-6343925294,average,true
emp1940,eva,brown,40.0,devops-texas,inactive,11/15/2022,,eva.brown@example.com,-9611110285,good,true
emp1941,eva,jones,30.0,sales-texas,active,10/16/2021,82273.08,eva.jones@example.com,-7120072023,excellent,false
emp1942,frank,garcia,30.0,cloud tech-california,inactive,5/9/2022,94537.3,frank.garcia@example.com,-5591024509,good,true
emp1943,alice,jones,35.0,hr-illinois,pending,6/6/2020,85970.65,alice.jones@example.com,-9109032670,good,true
emp1944,charlie,jones,25.0,sales-new york,pending,10/22/2021,111071.02,charlie.jones@example.com,-4949819420,excellent,false
emp1945,eva,davis,35.0,devops-nevada,pending,1/12/2022,56708.34,eva.davis@example.com,-7942817933,excellent,false
emp1946,charlie,jones,25.0,admin-illinois,inactive,2/2/2022,104516.55,charlie.jones@example.com,-652775843,excellent,false
emp1947,charlie,garcia,25.0,admin-new york,pending,3/28/2021,108210.15,charlie.garcia@example.com,-6634533721,poor,true
emp1948,bob,miller,40.0,finance-texas,active,8/3/2024,,bob.miller@example.com,-109121721,excellent,true
emp1949,frank,jones,35.0,devops-california,active,7/31/2024,80935.65,frank.jones@example.com,-1455937660,excellent,false
emp1950,frank,williams,30.0,devops-california,active,3/4/2024,107020.19,frank.williams@example.com,-8943705262,excellent,false
emp1951,charlie,brown,30.0,hr-new york,active,9/23/2020,118677.67,charlie.brown@example.com,-5100462775,excellent,false
emp1952,bob,jones,25.0,cloud tech-florida,inactive,3/28/2020,63744.57,bob.jones@example.com,-5725659201,average,false
emp1953,alice,brown,40.0,cloud tech-california,active,5/15/2020,,alice.brown@example.com,-4617520237,poor,false
emp1954,bob,williams,25.0,sales-new york,pending,2/13/2021,62934.73,bob.williams@example.com,-9743260054,good,false
emp1955,bob,williams,30.0,devops-california,pending,12/13/2021,74654.23,bob.williams@example.com,-9550178331,excellent,true
emp1956,david,brown,,sales-texas,active,8/5/2024,,david.brown@example.com,-5848689992,average,true
emp1957,david,smith,30.0,hr-new york,pending,1/9/2020,118150.59,david.smith@example.com,-6079848703,average,true
emp1958,david,johnson,,devops-florida,inactive,11/30/2023,91256.64,david.johnson@example.com,-5069176798,average,false
emp1959,bob,davis,30.0,hr-florida,inactive,3/14/2021,85997.57,bob.davis@example.com,-3593744038,good,false
emp1960,frank,smith,25.0,finance-texas,pending,10/5/2020,84707.12,frank.smith@example.com,-4640830372,excellent,false
emp1961,eva,smith,,devops-texas,active,11/2/2021,84559.9,eva.smith@example.com,-6060148859,poor,false
emp1962,heidi,miller,,devops-california,pending,9/18/2024,81076.91,heidi.miller@example.com,-8490793883,poor,false
emp1963,eva,davis,40.0,admin-texas,inactive,10/22/2023,,eva.davis@example.com,-1368528305,average,false
emp1964,heidi,davis,25.0,finance-florida,pending,9/10/2023,97356.31,heidi.davis@example.com,-1537012423,good,true
emp1965,grace,smith,40.0,devops-illinois,active,2/27/2024,114770.32,grace.smith@example.com,-4626325143,good,true
emp1966,bob,jones,35.0,admin-california,active,5/3/2023,109082.07,bob.jones@example.com,-8811210313,good,false
emp1967,david,miller,40.0,devops-florida,inactive,4/15/2024,99944.57,david.miller@example.com,-2175188780,poor,true
emp1968,eva,miller,40.0,hr-florida,pending,5/20/2023,116509.72,eva.miller@example.com,-7941515262,average,false
emp1969,eva,williams,30.0,finance-texas,active,5/28/2021,84253.9,eva.williams@example.com,-8409112251,excellent,true
emp1970,charlie,garcia,25.0,cloud tech-nevada,active,8/27/2024,54776.01,charlie.garcia@example.com,-8837505660,poor,false
emp1971,charlie,davis,40.0,sales-nevada,inactive,11/8/2020,71192.68,charlie.davis@example.com,-8632397912,average,false
emp1972,bob,smith,,finance-florida,active,8/24/2021,96346.53,bob.smith@example.com,-7876553006,average,true
